pos1_est	pos2_est	vel_est	yaw_angle_est	yaw_rate_est	px_measured	py_measured	px_gt	py_gt	vx_gt	vy_gt	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS
-12.6759	10.7196	5.11591	0.0633214	-0.243544	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	0.0738804	0.0997666	0.356906	0.257336	2.64368	
-12.4169	10.7104	5.11576	0.0438309	-0.249484	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	0.0738045	0.0996869	0.356539	0.257208	0.662541	
-12.1616	10.7436	5.11357	0.0430206	-0.235579	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.0737281	0.0995956	0.356176	0.257035	1.67759	
-11.9061	10.8105	5.12008	0.0484849	-0.22147	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	0.0736517	0.0994941	0.355813	0.2568	3.26364	
-11.6391	10.8278	5.12713	0.0410453	-0.216338	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	0.0735774	0.0993934	0.355451	0.25657	3.3931	
-11.3895	10.8557	5.12422	0.0360455	-0.211673	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.0735014	0.0992993	0.355091	0.256335	0.600531	
-11.1295	10.8048	5.13202	-0.00338266	-0.245886	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	0.0734257	0.0992092	0.35473	0.256343	8.07871	
-10.8439	10.7841	5.15202	-0.0218506	-0.250588	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	0.0733638	0.0991532	0.354367	0.256508	3.48418	
-10.5882	10.7799	5.15098	-0.0334071	-0.249786	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.0732992	0.0991192	0.354006	0.256763	0.0899596	
-10.3387	10.788	5.14664	-0.0403087	-0.245325	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	0.0732286	0.0990866	0.353648	0.257048	0.683774	
-10.0847	10.8339	5.13856	-0.0253869	-0.213659	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	0.0731559	0.0990045	0.353294	0.257075	7.34081	
-9.8235	10.8776	5.14525	-0.0206972	-0.201066	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	0.073084	0.0989036	0.352939	0.257013	2.78344	
-9.57814	10.8678	5.13423	-0.0293289	-0.197864	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	0.0730094	0.0988073	0.352589	0.256997	3.77199	
-9.31657	10.8916	5.13988	-0.0295472	-0.189943	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.0729351	0.0987066	0.352239	0.25695	1.12454	
-9.06237	10.8782	5.13491	-0.037156	-0.185282	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	0.0728611	0.09861	0.351893	0.256946	2.78745	
-8.80007	10.9047	5.14109	-0.0354179	-0.176305	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.0727871	0.0985101	0.351546	0.256899	1.50699	
-8.54807	10.8723	5.13488	-0.0487806	-0.178069	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	0.0727144	0.0984196	0.351203	0.256966	6.20278	
-8.33418	10.8165	5.10127	-0.0700198	-0.18835	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	0.0726823	0.0983986	0.350883	0.257285	5.60018	
-8.07769	10.8299	5.09992	-0.0649452	-0.171826	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	0.0726556	0.0983573	0.350564	0.257503	2.17472	
-7.78396	10.8513	5.13084	-0.0619575	-0.162182	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	0.0725906	0.0982887	0.350229	0.257665	4.81454	
-7.5218	10.8509	5.13143	-0.0591844	-0.147512	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	0.0725243	0.0982211	0.349894	0.257778	3.02685	
-7.25323	10.8334	5.14091	-0.0669259	-0.14774	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.0724541	0.0981769	0.349558	0.257984	0.487869	
